StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q42,Q45,Q3,Q37,Q38,Q25#1_3,Q25#1_33,Q25#1_37,Q25#1_6,Q25#1_7,Q25#1_2,Q25#2_3,Q25#2_33,Q25#2_37,Q25#2_6,Q25#2_7,Q25#2_2,Q25#3_3,Q25#3_33,Q25#3_37,Q25#3_6,Q25#3_7,Q25#3_2,Q25#4_3,Q25#4_33,Q25#4_37,Q25#4_6,Q25#4_7,Q25#4_2,Q25#5_3,Q25#5_33,Q25#5_37,Q25#5_6,Q25#5_7,Q25#5_2,Q34#1_3,Q34#1_33,Q34#1_37,Q34#1_6,Q34#1_7,Q34#1_2,Q36,Q36_3_TEXT,Q30,Q31,Q39,Q48,Q49,Q50,Q51,Q53,Q55,Q17,Q18,Q9,Q32,Q47,Q31,Q33,Q48,Q34,Q35,Q49,Q19,Q20,Q37,Q38,Q39,Q40,Q44,Q41,Q56,Q58,Q57,Q42,Q43,Q43,MTurkCode
2017-11-17 14:47:23,2017-11-17 14:52:28,IP Address,108.233.81.229,100,304,True,2017-11-17 14:52:28,R_3q9cgMqhG0tonRm,,,,,37.503799438477,-121.52529907227,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,Yes,"I was probably eligible for a rebate for at least one appliance, but while I'd heard about rebate programs, I didn't really know any details about them. It seemed like a hassle to do the research and then submit the paperwork.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2016,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,41-50 years old,Female,White,">$160,000",Bachelor's degree or higher,4,Yes,2009,3,94550,,A2GOYSTIL3LOV1,37476371
2017-11-17 14:50:23,2017-11-17 14:54:33,IP Address,64.134.167.216,100,250,True,2017-11-17 14:54:34,R_QlCD7OwJjKQ7X3z,,,,,37.751007080078,-97.821998596191,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2015,Mostly newer (5 years old or less),No,,,,,,Other,Roseville Electric,,,,,,,,,,"Spouse, domestic partner, or roommate",,51-60 years old,Female,White,"<$20,000",Some college,2,Yes,2015,3,95661,I purchased the referenced washer and dryer in 2009 when I was living in a house in zip 91320. The electric provider at that location at that time was SoCal Edison. I was not aware of any rebates available at the time of that purchase. Thanks,AV7A20KYBTQHL,77040932
2017-11-17 14:47:28,2017-11-17 14:55:39,IP Address,174.214.13.43,100,490,True,2017-11-17 14:55:40,R_2qgeY4h8ZpP1fSP,,,,,37.639297485352,-122.04420471191,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",Refrigerator,Refrigerator,,,,,,,,1-3 years,,,,,,No,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,,Rent,,No,,Mostly older (more than 5 years),No,,,,,,Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,1-6 months,,,,,,,You,,31-40 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,1,No,,,95014,no,A1VJN1Y35LDNPE,28717209
2017-11-17 14:50:53,2017-11-17 14:55:50,IP Address,172.5.194.140,100,296,True,2017-11-17 14:55:50,R_7PsCtlE7jCn3PzP,,,,,33.791900634766,-118.31840515137,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Water Heater,Refrigerator",Water Heater,,,,,,1-3 years,,,,,,No,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Yes,Less than 1 year,No,,,,Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,31-40 years old,Male,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,1,Yes,2014,2,90501,,AA0QKSSEQ0B6Q,65500046
2017-11-17 14:53:02,2017-11-17 14:55:54,IP Address,173.170.148.68,100,172,True,2017-11-17 14:55:55,R_3rUNwlOHQrQ0OF8,,,,,28.476898193359,-82.525497436523,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2017,Mostly newer (5 years old or less),Yes,1-3 years,No,,,,San Diego Gas & Electric (SDG&E),,,,,,,,California Alternate Rates for Energy (CARE),,5-6 years,You,,21-30 years old,Female,White,"$21,000-$80,000",High school graduate or GED,2,No,,,92117,no,ACFH79FHD24U8,43147483
2017-11-17 14:54:30,2017-11-17 14:57:46,IP Address,99.127.226.27,100,195,True,2017-11-17 14:57:46,R_3J4tDZAJUrDjJk5,,,,,37.369705200195,-122.02140045166,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Water Heater,Refrigerator",Refrigerator,,,,,,,,4-6 years,,,,,,No,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,,Own,,No,,Mostly older (more than 5 years),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,51-60 years old,Female,White,Prefer not to answer,Bachelor's degree or higher,2,No,,,94087,,A1B179AI3LZKWS,24088628
2017-11-17 14:53:57,2017-11-17 14:57:51,IP Address,172.89.241.143,100,234,True,2017-11-17 14:57:51,R_3CCzGeLfkNeaiSR,,,,,33.684799194336,-117.37239837646,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,,,1-3 years,1-3 years,,,1-3 years,,No,No,,,No,,$50 or less,$50 or less,,,$50 or less,,0-30 days,0-30 days,,,0-30 days,,No,Yes,,,Yes,,,,,,,Own,,Yes,2014,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,,,,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,4,Yes,2013,3,92562,,A3EEOCZ14R1GQB,88633666
2017-11-17 14:52:23,2017-11-17 14:57:56,IP Address,104.34.45.217,100,333,True,2017-11-17 14:57:57,R_1oGcQndluxoKxXu,,,,,33.831207275391,-117.60530090332,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,,,Less than 1 year,Less than 1 year,,,Less than 1 year,,No,No,,,Yes,,$51-100,$51-100,,,$101-300,,0-30 days,0-30 days,,,0-30 days,,Yes,Yes,,,Yes,,,,,,Sold it,Own,,Yes,2017,Mostly newer (5 years old or less),Yes,1-3 years,No,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,7-12 months,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,Hispanic or Latino,"$21,000-$80,000",Some college,4,Yes,2014,More than 4,92882,,ALPO4A5HFF0Z,63066483
2017-11-17 14:54:23,2017-11-17 14:58:20,IP Address,45.18.231.246,100,236,True,2017-11-17 14:58:20,R_12rTN5d3s1le3wP,,,,,38.666702270508,-121.62930297852,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,Yes,"I do not believe so, I try to look for them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2013,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,Other,Standard Rate Plan,,,,,,,,You,,21-30 years old,Female,"White,American Indian or Alaska Native","$21,000-$80,000",Bachelor's degree or higher,2,Yes,2011,4,95691,No.,A3M7J92D8WGZSS,13162541
2017-11-17 14:56:35,2017-11-17 14:59:35,IP Address,67.187.181.202,100,179,True,2017-11-17 14:59:35,R_1FfUCTY4ShKdYh6,,,,,37.495697021484,-121.2546005249,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer",,Yes,I didn't meet qualifications for the rebate but I checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2014,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,61-70 years old,Female,White,"$21,000-$80,000",Some college,1,No,,,95363,,A4HBWAVHBH9OJ,2262746
2017-11-17 14:57:12,2017-11-17 15:00:56,IP Address,73.66.27.124,100,223,True,2017-11-17 15:00:56,R_2V7RwpKBWTElJvp,,,,,38.693206787109,-121.31159973145,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor",,Yes,"for the pool pump, but savings on that seemed negligible and i never got around to it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2013,Mostly older (more than 5 years),Yes,4-6 years,No,,,,Sacramento Municipal Utility District (SMUD),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,White,"$21,000-$80,000",Some college,4,No,,,95608,,A2A0KCE5TGW9E1,53522972
2017-11-17 14:55:01,2017-11-17 15:01:24,IP Address,66.74.63.203,100,383,True,2017-11-17 15:01:24,R_1FRHQQBMT0qJCnJ,,,,,34.153701782227,-116.41889953613,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2017,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,1-6 months,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Female,Hispanic or Latino,"$21,000-$80,000",Some college,3,Yes,2017,2,92277,,A34C7K43HKE6N5,97688370
2017-11-17 14:59:13,2017-11-17 15:03:55,IP Address,47.41.28.147,100,282,True,2017-11-17 15:03:56,R_SVpIBjOAlvX2cWl,,,,,33.78239440918,-118.14440155029,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer",,,,1-3 years,1-3 years,,,,,No,No,,,,,$50 or less,$50 or less,,,,,0-30 days,0-30 days,,,,,No,No,,,,,,,,,,Rent,,Yes,2016,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,Energy Savings Assistance Program,,,,,,"Spouse, domestic partner, or roommate",,41-50 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,2,Yes,2012,1,90814,"Thanks for the chance to participate. ",AUCLE382GQ7QG,49713922
2017-11-17 14:56:06,2017-11-17 15:05:57,IP Address,138.23.134.251,100,590,True,2017-11-17 15:05:57,R_2PhY4GjA3SzjnJi,,,,,33.752899169922,-116.05560302734,anonymous,EN,Refrigerator,Refrigerator,Refrigerator,,,,,,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Kept it,Rent,,No,,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,1-2 years,,,,You,,21-30 years old,Male,White,">$160,000",Bachelor's degree or higher,2,No,,,92885,great survey!,A2XSD1WTLSVW1O,49744607
2017-11-17 15:01:03,2017-11-17 15:06:28,IP Address,172.249.168.196,100,325,True,2017-11-17 15:06:28,R_3kpSiue2QinRIdP,,,,,34.112503051758,-118.19079589844,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Water Heater,Pool pump/motor,Refrigerator",Refrigerator,,,,,,,,1-3 years,,,,,,No,,,,,,$101-300,,,,,,>60 days,,,,,,Yes,,,,,,,Own,,No,,Mostly older (more than 5 years),No,,,,,,Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,21-30 years old,Male,Hispanic or Latino,"$81,000-$160,000",Bachelor's degree or higher,2,No,,,91202,,A2CKRHR9B0DZF1,30254793
